,Saison,Name,Player_ID,Alter,Nationalität,Abgebender Verein,ID_1,Aufnehmender Verein,ID_2,Zielland,Ablösesumme
1422,19/20,Nikita Vlasenko,510898,18,Schweiz,FC Lugano,2790,Juventus Turin U19,11008,Italien,"1,80 Mio. €"
1423,19/20,Edoardo Masciangelo,286293,22,Italien,FC Lugano,2790,Juventus Turin U23,41101,Italien,"1,00 Mio. €"
1424,19/20,Gioele Franzese,413460,20,Schweiz,FC Lugano,2790,Milano City FC,49933,Italien,ablösefrei
1425,19/20,Alexander Muci,529315,19,Schweiz,FC Lugano,2790,Latina Calcio 1932,22045,Italien,ablösefrei
1426,19/20,Younes Bnou Marzouk,265573,23,Marokko,FC Lugano,2790,FC Chiasso,510,Schweiz,ablösefrei
1427,19/20,Giorgio Perego,473505,17,Italien,FC Lugano,2790,USD Castellanzese 1921,59916,Italien,ablösefrei
1428,19/20,Valon Fazliu,98167,23,Schweiz,FC Lugano,2790,FC Wil 1900,850,Schweiz,ablösefrei
1429,19/20,Mario Piccinocchi,206701,24,Italien,FC Lugano,2790,Ascoli Calcio,408,Italien,ablösefrei
1430,19/20,Dragan Mihajlovic,74741,27,Schweiz,FC Lugano,2790,APOEL Nikosia,2784,Zypern,ablösefrei
1431,19/20,Salah Aziz Binous,511143,18,Schweiz,FC Lugano,2790,FC Luzern,434,Schweiz,?
1432,19/20,Bálint Vécsei,151658,26,Ungarn,FC Lugano,2790,Ferencváros Budapest,279,Ungarn,?
1433,19/20,Rubén Vargas,345886,20,Schweiz,FC Luzern,434,FC Augsburg,167,Deutschland,"4,00 Mio. €"
1434,19/20,Valeriane Gvilia,335191,25,Georgien,FC Luzern,434,Legia Warschau,255,Polen,300 Tsd. €
1435,19/20,Yannick Schmid,291896,24,Schweiz,FC Luzern,434,FC Vaduz,163,Schweiz,ablösefrei
1436,19/20,Tomi Juric,171820,28,Australien,FC Luzern,434,ZSKA Sofia,208,Bulgarien,ablösefrei
1437,19/20,Lazar Cirkovic,167075,27,Serbien,FC Luzern,434,Maccabi Netanya,5223,Israel,ablösefrei
1438,19/20,Dario Ulrich,290040,21,Schweiz,FC Luzern,434,SC Kriens,2074,Schweiz,ablösefrei
1439,19/20,Remo Arnold,237677,22,Schweiz,FC Luzern,434,FC Winterthur,242,Schweiz,ablösefrei
1440,19/20,Christian Schneuwly,52556,31,Schweiz,FC Luzern,434,FC Lausanne-Sport,527,Schweiz,ablösefrei
1441,19/20,Francisco Rodríguez,227967,23,Schweiz,FC Luzern,434,FC Lugano,2790,Schweiz,?
1442,19/20,Olivier Custodio,183312,24,Schweiz,FC Luzern,434,FC Lugano,2790,Schweiz,?
1443,19/20,Tunahan Cicek,154573,27,Schweiz,Neuchâtel Xamax FCS,625,FC Vaduz,163,Schweiz,ablösefrei
1444,19/20,Geoffrey Tréand,43684,33,Frankreich,Neuchâtel Xamax FCS,625,Etoile Carouge FC,1292,Schweiz,ablösefrei
1445,19/20,Mustafa Sejmenovic,19279,33,Bosnien-Herzegowina,Neuchâtel Xamax FCS,625,Yverdon Sport FC,322,Schweiz,ablösefrei
1446,19/20,Pietro Di Nardo,65632,29,Schweiz,Neuchâtel Xamax FCS,625,Yverdon Sport FC,322,Schweiz,ablösefrei
1447,19/20,Kemal Ademi,333161,23,Schweiz,Neuchâtel Xamax FCS,625,FC Basel 1893,26,Schweiz,ablösefrei
1448,19/20,Emmanuel Mast,382480,21,Schweiz,Neuchâtel Xamax FCS,625,FC Solothurn,1287,Schweiz,ablösefrei
1449,19/20,Maikel Santana,351202,27,Spanien,Neuchâtel Xamax FCS,625,UD San Fernando,57379,Spanien,ablösefrei
1450,19/20,William Le Pogam,126514,26,Frankreich,Neuchâtel Xamax FCS,625,FC Stade-Lausanne-Ouchy,5499,Schweiz,ablösefrei
1451,19/20,Loïc Jacot,443419,19,Schweiz,Neuchâtel Xamax FCS,625,FC Luzern,434,Schweiz,?
1452,19/20,Léo Lécureux,363617,20,Schweiz,Servette FC,61,Etoile Carouge FC,1292,Schweiz,ablösefrei
1453,19/20,Dalibor Stevanovic,34643,34,Slowenien,Servette FC,61,FC Stade Nyonnais,5507,Schweiz,ablösefrei
1454,19/20,Sally Sarr,99682,33,Mauretanien,Servette FC,61,Etoile Carouge FC,1292,Schweiz,ablösefrei
1455,19/20,Mychell Chagas,66096,30,Brasilien,Servette FC,61,Grasshopper Club Zürich,504,Schweiz,ablösefrei
1456,19/20,Enzo Barrenechea,671915,18,Argentinien,FC Sion,321,Juventus Turin U19,11008,Italien,"4,87 Mio. €"
1457,19/20,Burim Kukeli,65418,35,Albanien,FC Sion,321,SC Kriens,2074,Schweiz,ablösefrei
1458,19/20,Noah Blasucci,396361,20,Schweiz,FC Sion,321,FC Chiasso,510,Schweiz,ablösefrei
1459,19/20,Moussa Djitté,591796,19,Senegal,FC Sion,321,Grenoble Foot 38,1290,Frankreich,ablösefrei
1460,19/20,Anthony Maisonnial,324829,21,Frankreich,FC Sion,321,Paris FC,10004,Frankreich,ablösefrei
1461,19/20,André Neitzke,164646,32,Brasilien,FC Sion,321,Neuchâtel Xamax FCS,625,Schweiz,ablösefrei
1462,19/20,Bruno Morgado,317583,22,Schweiz,FC Sion,321,FC Rapperswil-Jona,8463,Schweiz,?
1463,19/20,Paulo Ricardo,330031,25,Brasilien,FC Sion,321,Figueirense FC,4064,Brasilien,?
1464,19/20,Martin Angha,122695,25,Schweiz,FC Sion,321,Fortuna Sittard,385,Niederlande,?
1465,19/20,Konan Oussou,168242,30,Elfenbeinküste,FC Sion,321,FC Stade-Lausanne-Ouchy,5499,Schweiz,?
1466,19/20,Freddy Mveng,134618,27,Schweiz,FC Sion,321,Neuchâtel Xamax FCS,625,Schweiz,?
1467,19/20,Hervé Epitaux,332810,23,Schweiz,FC Sion,321,FC Chiasso,510,Schweiz,?
1468,19/20,Dereck Kutesa,237669,21,Angola,FC St. Gallen 1879,257,Stade Reims,1421,Frankreich,"1,70 Mio. €"
1469,19/20,Dejan Stojanovic,115989,26,Österreich,FC St. Gallen 1879,257,FC Middlesbrough,641,England,"1,10 Mio. €"
1470,19/20,Silvan Gönitzer,211693,23,Schweiz,FC St. Gallen 1879,257,FC Weesen,37820,Schweiz,ablösefrei
1471,19/20,Alain Wiss,58165,29,Schweiz,FC St. Gallen 1879,257,SCR Altach,3551,Österreich,ablösefrei
1472,19/20,Yannis Tafer,74075,28,Algerien,FC St. Gallen 1879,257,Etoile Sportive du Sahel,250,Tunesien,ablösefrei
1473,19/20,Nassim Ben Khalifa,74288,27,Schweiz,FC St. Gallen 1879,257,Grasshopper Club Zürich,504,Schweiz,ablösefrei
1474,19/20,Nias Hefti,410634,19,Schweiz,FC St. Gallen 1879,257,FC Thun,938,Schweiz,ablösefrei
1475,19/20,Gianluca Tolino,521437,19,Schweiz,FC St. Gallen 1879,257,FC Wil 1900,850,Schweiz,ablösefrei
1476,19/20,Daniel Lopar,4769,34,Schweiz,FC St. Gallen 1879,257,Western Sydney Wanderers,36100,Australien,ablösefrei
1477,19/20,Cédric Gasser,384104,21,Schweiz,FC St. Gallen 1879,257,FC Vaduz,163,Schweiz,ablösefrei
1478,19/20,Andreas Wittwer,91879,28,Schweiz,FC St. Gallen 1879,257,Grasshopper Club Zürich,504,Schweiz,ablösefrei
1479,19/20,Marvin Spielmann,192653,23,Schweiz,FC Thun,938,BSC Young Boys,452,Schweiz,"2,00 Mio. €"
1480,19/20,Dejan Sorgic,65442,29,Schweiz,FC Thun,938,AJ Auxerre,290,Frankreich,180 Tsd. €
1481,19/20,Colin Trachsel,341324,21,Schweiz,FC Thun,938,FC Köniz,32358,Schweiz,ablösefrei
1482,19/20,Moreno Costanzo,41207,31,Schweiz,FC Thun,938,FC St. Gallen 1879,257,Schweiz,ablösefrei
1483,19/20,Omer Dzonlagic,260163,24,Schweiz,FC Thun,938,SC Kriens,2074,Schweiz,?
1484,19/20,Timo Righetti,429990,21,Schweiz,FC Thun,938,FC Breitenrain,17574,Schweiz,?
1485,19/20,Djibril Sow,212723,22,Schweiz,BSC Young Boys,452,Eintracht Frankfurt,24,Deutschland,"10,00 Mio. €"
1486,19/20,Kevin Mbabu,183321,24,Schweiz,BSC Young Boys,452,VfL Wolfsburg,82,Deutschland,"9,20 Mio. €"
1487,19/20,Miguel Castroman,183309,24,Schweiz,BSC Young Boys,452,FC Thun,938,Schweiz,ablösefrei
1488,19/20,Thorsten Schick,55574,29,Österreich,BSC Young Boys,452,SK Rapid Wien,170,Österreich,ablösefrei
1489,19/20,Loris Benito,119085,27,Schweiz,BSC Young Boys,452,FC Girondins Bordeaux,40,Frankreich,ablösefrei
1490,19/20,Gregory Wüthrich,203125,24,Schweiz,BSC Young Boys,452,Perth Glory,970,Australien,ablösefrei
1491,19/20,Kwadwo Duah,254955,22,Schweiz,BSC Young Boys,452,FC Wil 1900,850,Schweiz,?
1492,19/20,Stephen Odey,491890,21,Nigeria,FC Zürich,260,KRC Genk,1184,Belgien,"3,50 Mio. €"
1493,19/20,Kilian Pagliuca,192652,22,Schweiz,FC Zürich,260,FC Carl Zeiss Jena,113,Deutschland,ablösefrei
1494,19/20,Yann Fillion,364653,23,Kanada,FC Zürich,260,Ekenäs IF,22890,Finnland,ablösefrei
1495,19/20,Denis Popovic,85574,30,Slowenien,FC Zürich,260,Krylya Sovetov Samara,2696,Russland,ablösefrei
1496,19/20,Andreas Maxsö,253206,25,Dänemark,FC Zürich,260,KFC Uerdingen 05,95,Deutschland,?
1497,19/20,Hakim Guenouche,395230,19,Frankreich,FC Zürich,260,KFC Uerdingen 05,95,Deutschland,?
1498,20/21,Jordan Lotomba,313094,21,Schweiz,BSC Young Boys,452,OGC Nizza,417,Frankreich,"7,00 Mio. €"
1499,20/21,Roger Assalé,263183,26,Elfenbeinküste,BSC Young Boys,452,Dijon FCO,2969,Frankreich,"4,00 Mio. €"
1500,20/21,Guillaume Hoarau,23934,36,Frankreich,BSC Young Boys,452,FC Sion,321,Schweiz,ablösefrei
1501,20/21,Pedro Teixeira,433189,21,Schweiz,BSC Young Boys,452,Neuchâtel Xamax FCS,625,Schweiz,?
1502,20/21,Joël Schmied,322517,21,Schweiz,BSC Young Boys,452,FC Vaduz,163,Schweiz,?
1503,20/21,Linus Obexer,254972,23,Schweiz,BSC Young Boys,452,FC Vaduz,163,Schweiz,?
1504,20/21,Léo Seydoux,313097,22,Schweiz,BSC Young Boys,452,KVC Westerlo,968,Belgien,?
1505,20/21,Cedric Itten,243856,23,Schweiz,FC St. Gallen 1879,257,Glasgow Rangers,124,Schottland,"3,00 Mio. €"
1506,20/21,Silvan Hefti,237666,22,Schweiz,FC St. Gallen 1879,257,BSC Young Boys,452,Schweiz,"1,25 Mio. €"
1507,20/21,Jonathan Klinsmann,334992,23,Vereinigte Staaten,FC St. Gallen 1879,257,Los Angeles Galaxy,1061,Vereinigte Staaten,ablösefrei
1508,20/21,Slimen Kchouk,209557,26,Tunesien,FC St. Gallen 1879,257,Stade Tunisien,4812,Tunesien,ablösefrei
1509,20/21,Fabiano Alves,347398,26,Brasilien,FC St. Gallen 1879,257,Clube Esportivo Aimoré (RS),29501,Brasilien,ablösefrei
1510,20/21,André Ribeiro,342482,23,Portugal,FC St. Gallen 1879,257,Grasshopper Club Zürich,504,Schweiz,?
1511,20/21,Jonas Omlin,247915,26,Schweiz,FC Basel 1893,26,Montpellier HSC,969,Frankreich,"6,00 Mio. €"
1512,20/21,Omar Alderete,353032,23,Paraguay,FC Basel 1893,26,Hertha BSC,44,Deutschland,"4,00 Mio. €"
1513,20/21,Kemal Ademi,333161,24,Schweiz,FC Basel 1893,26,Fenerbahce,36,Türkei,"1,39 Mio. €"
1514,20/21,Blas Riveros,401732,22,Paraguay,FC Basel 1893,26,Bröndby IF,206,Dänemark,67 Tsd. €
1515,20/21,Yves Kaiser,294595,22,Schweiz,FC Basel 1893,26,Neuchâtel Xamax FCS,625,Schweiz,ablösefrei
1516,20/21,Konstantinos Dimitriou,348522,21,Griechenland,FC Basel 1893,26,Mezőkövesd Zsóry FC,24032,Ungarn,ablösefrei
1517,20/21,Dimitri Oberlin,212718,23,Schweiz,FC Basel 1893,26,FC Bayern München II,28,Deutschland,ablösefrei
1518,20/21,Kevin Bua,252080,27,Schweiz,FC Basel 1893,26,CD Leganés,1244,Spanien,ablösefrei
1519,20/21,Dominik Schmid,359409,22,Schweiz,FC Basel 1893,26,Grasshopper Club Zürich,504,Schweiz,ablösefrei
1520,20/21,Joao Castanheira,287490,22,Schweiz,Servette FC,61,Etoile Carouge FC,1292,Schweiz,ablösefrei
1521,20/21,Michael Gonçalves,183313,25,Schweiz,Servette FC,61,FC Winterthur,242,Schweiz,ablösefrei
1522,20/21,Christopher Routis,153776,30,Schweiz,Servette FC,61,FC Stade-Lausanne-Ouchy,5499,Schweiz,ablösefrei
1523,20/21,Dennis Iapichino,123711,30,Schweiz,Servette FC,61,FC Sion,321,Schweiz,ablösefrei
1524,20/21,Sébastien Wüthrich,52744,30,Schweiz,Servette FC,61,Astra Giurgiu,13499,Rumänien,ablösefrei
1525,20/21,Darian Males,507479,19,Schweiz,FC Luzern,434,Inter Mailand,46,Italien,"2,50 Mio. €"
1526,20/21,Blessing Eleke,348229,24,Nigeria,FC Luzern,434,Beerschot V.A.,41274,Belgien,"1,50 Mio. €"
1527,20/21,Idriz Voca,342098,23,Kosovo,FC Luzern,434,MKE Ankaragücü,868,Türkei,380 Tsd. €
1528,20/21,Shkelqim Demhasaj,294583,24,Kosovo,FC Luzern,434,Grasshopper Club Zürich,504,Schweiz,ablösefrei
1529,20/21,Eric Tia,334264,23,Elfenbeinküste,FC Luzern,434,Neuchâtel Xamax FCS,625,Schweiz,ablösefrei
1530,20/21,Francesco Margiotta,165891,27,Italien,FC Luzern,434,Chievo Verona,862,Italien,ablösefrei
1531,20/21,Otar Kakabadze,214250,25,Georgien,FC Luzern,434,CD Teneriffa,648,Spanien,?
1532,20/21,Christopher Lungoyi,346903,20,Schweiz,FC Lugano,2790,Juventus Turin U23,41101,Italien,"2,90 Mio. €"
1533,20/21,Domen Crnigoj,216599,24,Slowenien,FC Lugano,2790,Venezia FC,607,Italien,ablösefrei
1534,20/21,Eris Abedini,413459,22,Kosovo,FC Lugano,2790,Recreativo Granada,21550,Spanien,ablösefrei
1535,20/21,Jefferson,74550,32,Brasilien,FC Lugano,2790,Casa Pia AC,3268,Portugal,ablösefrei
1536,20/21,David Da Costa,17302,34,Schweiz,FC Lugano,2790,FC Schaffhausen,1277,Schweiz,ablösefrei
1537,20/21,Francisco Rodríguez,227967,24,Schweiz,FC Lugano,2790,FC Schaffhausen,1277,Schweiz,?
1538,20/21,Simon Sohm,507486,19,Schweiz,FC Zürich,260,Parma Calcio 1913,130,Italien,"6,40 Mio. €"
1539,20/21,Kevin Rüegg,290032,22,Schweiz,FC Zürich,260,Hellas Verona,276,Italien,"2,00 Mio. €"
1540,20/21,Umaru Bangura,38304,33,Sierra Leone,FC Zürich,260,Neuchâtel Xamax FCS,625,Schweiz,ablösefrei
1541,20/21,Michael Kempter,183448,25,Philippinen,FC Zürich,260,Neuchâtel Xamax FCS,625,Schweiz,ablösefrei
1542,20/21,Mimoun Mahi,216815,26,Marokko,FC Zürich,260,FC Utrecht,200,Niederlande,ablösefrei
1543,20/21,Osman Hadzikic,188881,24,Österreich,FC Zürich,260,FC Admira Wacker Mödling,503,Österreich,ablösefrei
1544,20/21,Sangoné Sarr,351708,28,Senegal,FC Zürich,260,FC Schaffhausen,1277,Schweiz,ablösefrei
1545,20/21,Albin Sadrijaj,258289,23,Schweiz,FC Zürich,260,SC Kriens,2074,Schweiz,?
1546,20/21,Lavdim Zumberi,464196,20,Schweiz,FC Zürich,260,FC Wil 1900,850,Schweiz,?
1547,20/21,Ivan Lurati,322497,23,Schweiz,FC Sion,321,AC Sementina,8148,Schweiz,ablösefrei
1548,20/21,Pajtim Kasami,130108,28,Schweiz,FC Sion,321,FC Basel 1893,26,Schweiz,ablösefrei
1549,20/21,Ermir Lenjani,66052,31,Albanien,FC Sion,321,Grasshopper Club Zürich,504,Schweiz,ablösefrei
1550,20/21,Quentin Maceiras,274498,24,Schweiz,FC Sion,321,BSC Young Boys,452,Schweiz,ablösefrei
1551,20/21,Nikola Milosavljevic,317835,24,Schweiz,FC Sion,321,AC Bellinzona,2047,Schweiz,ablösefrei
1552,20/21,Joaquim Adão,122205,28,Angola,FC Sion,321,CA Petróleos Luanda,7084,Angola,ablösefrei
1553,20/21,Berkan Kutlu,469787,22,Türkei,FC Sion,321,Alanyaspor,11282,Türkei,ablösefrei
1554,20/21,Mickaël Facchinetti,79392,29,Schweiz,FC Sion,321,FC Lugano,2790,Schweiz,?
1555,20/21,Philippe Costa,585347,20,Brasilien,FC Sion,321,Vila Nova FC (GO),5677,Brasilien,?
1556,20/21,Noah Frick,388604,18,Liechtenstein,FC Vaduz,163,Neuchâtel Xamax FCS,625,Schweiz,ablösefrei
1557,20/21,Aron Sele,294745,23,Liechtenstein,FC Vaduz,163,Chur 97,4345,Schweiz,ablösefrei
1558,20/21,Jens Hofer,254961,22,Liechtenstein,FC Vaduz,163,FC Biel-Bienne,2155,Schweiz,ablösefrei
1559,20/21,Berkay Sülüngöz,284835,24,Schweiz,FC Vaduz,163,Altay SK,2375,Türkei,ablösefrei
1560,20/21,Manuel Mikus,345211,20,Liechtenstein,FC Vaduz,163,FC Balzers,5374,Schweiz,ablösefrei
1561,20/21,Nicolae Milinceanu,256669,28,Moldawien,FC Vaduz,163,PAS Giannina,2671,Griechenland,ablösefrei
1562,20/21,Andi Zeqiri,345468,21,Schweiz,FC Lausanne-Sport,527,Brighton & Hove Albion,1237,England,"4,00 Mio. €"
1563,20/21,Dany Da Silva,169372,27,Schweiz,FC Lausanne-Sport,527,FC Stade-Lausanne-Ouchy,5499,Schweiz,ablösefrei
1564,20/21,Alexandre Pasche,61487,29,Schweiz,FC Lausanne-Sport,527,Neuchâtel Xamax FCS,625,Schweiz,ablösefrei
1565,20/21,Simone Rapp,154635,28,Schweiz,FC Lausanne-Sport,527,Sepsi OSK Sf. Gheorghe,54585,Rumänien,ablösefrei
1566,20/21,Christian Schneuwly,52556,33,Schweiz,FC Lausanne-Sport,527,FC Stade-Lausanne-Ouchy,5499,Schweiz,ablösefrei
1567,20/21,Per-Egil Flo,41869,32,Norwegen,FC Lausanne-Sport,527,Sogndal IL,2038,Norwegen,ablösefrei
1568,20/21,Maxime Dominguez,207561,24,Schweiz,FC Lausanne-Sport,527,Neuchâtel Xamax FCS,625,Schweiz,?
1569,21/22,Silvan Hefti,237666,24,Schweiz,BSC Young Boys,452,Genua CFC,252,Italien,"5,00 Mio. €"
1570,21/22,Jan Kronig,346881,21,Schweiz,BSC Young Boys,452,FC Aarau,116,Schweiz,150 Tsd. €
1571,21/22,Joschua Neuenschwander,346905,21,Schweiz,BSC Young Boys,452,SC Kriens,2074,Schweiz,ablösefrei
1572,21/22,Gianluca Gaudino,195051,24,Deutschland,BSC Young Boys,452,SV Sandhausen,254,Deutschland,ablösefrei
1573,21/22,Taulant Seferi,254985,24,Albanien,BSC Young Boys,452,KF Tirana,2049,Albanien,?
1574,21/22,Marvin Spielmann,192653,25,Schweiz,BSC Young Boys,452,FC Lausanne-Sport,527,Schweiz,?
1575,21/22,Arthur Cabral,390638,23,Brasilien,FC Basel 1893,26,AC Florenz,430,Italien,"15,50 Mio. €"
1576,21/22,Edon Zhegrova,496857,22,Kosovo,FC Basel 1893,26,LOSC Lille,1082,Frankreich,"7,00 Mio. €"
1577,21/22,Silvan Widmer,168989,28,Schweiz,FC Basel 1893,26,1.FSV Mainz 05,39,Deutschland,"2,50 Mio. €"
1578,21/22,Eray Cömert,298583,23,Schweiz,FC Basel 1893,26,FC Valencia,1049,Spanien,800 Tsd. €
1579,21/22,Luca Zuffi,59246,31,Schweiz,FC Basel 1893,26,FC Sion,321,Schweiz,ablösefrei
1580,21/22,Afimico Pululu,410649,22,Angola,FC Basel 1893,26,SpVgg Greuther Fürth,65,Deutschland,ablösefrei
1581,21/22,Ricky van Wolfswinkel,41355,32,Niederlande,FC Basel 1893,26,FC Twente Enschede,317,Niederlande,ablösefrei
1582,21/22,Samuele Campo,183446,25,Schweiz,FC Basel 1893,26,FC Luzern,434,Schweiz,ablösefrei
1583,21/22,Jozef Pukaj,421809,21,Kosovo,FC Basel 1893,26,FC Winterthur,242,Schweiz,ablösefrei
1584,21/22,Aldo Kalulu,292822,25,Frankreich,FC Basel 1893,26,FC Sochaux-Montbéliard,750,Frankreich,ablösefrei
1585,21/22,Orges Bunjaku,499214,20,Kosovo,FC Basel 1893,26,Grenoble Foot 38,1290,Frankreich,?
1586,21/22,Julian Von Moos,500762,20,Schweiz,FC Basel 1893,26,FC St. Gallen 1879,257,Schweiz,?
1587,21/22,Jordi Quintillà,166679,28,Spanien,FC Basel 1893,26,FC St. Gallen 1879,257,Schweiz,?
1588,21/22,Varol Tasar,310361,24,Deutschland,Servette FC,61,FC Luzern,434,Schweiz,380 Tsd. €
1589,21/22,Gaël Ondoua,322309,25,Kamerun,Servette FC,61,Hannover 96,42,Deutschland,ablösefrei
1590,21/22,Quentin Vieira,461587,22,Portugal,Servette FC,61,Grand Ouest Association Lyonnaise FC,30443,Frankreich,ablösefrei
1591,21/22,Andrea Maccoppi,76113,34,Italien,Servette FC,61,FC Chiasso,510,Schweiz,ablösefrei
1592,21/22,Robin Busset,421810,21,Schweiz,Servette FC,61,SC Kriens,2074,Schweiz,ablösefrei
1593,21/22,Alex Schalk,186228,29,Niederlande,Servette FC,61,Urawa Red Diamonds,828,Japan,?
1594,21/22,Grejohn Kyei,321647,26,Frankreich,Servette FC,61,Clermont Foot 63,3524,Frankreich,?
1595,21/22,Koro Koné,61005,32,Elfenbeinküste,Servette FC,61,Yverdon Sport FC,322,Schweiz,?
1596,21/22,Arial Mendy,422715,26,Senegal,Servette FC,61,Clermont Foot 63,3524,Frankreich,?
1597,21/22,Alban Ajdini,511801,21,Kosovo,Servette FC,61,FC Stade-Lausanne-Ouchy,5499,Schweiz,?
1598,21/22,Filip Holender,257528,26,Ungarn,FC Lugano,2790,FK Partizan Belgrad,669,Serbien,450 Tsd. €
1599,21/22,Asumah Abubakar,408438,24,Portugal,FC Lugano,2790,FC Luzern,434,Schweiz,400 Tsd. €
1600,21/22,Leonardo Rivoira,297649,23,Italien,FC Lugano,2790,FC Orihuela,4054,Spanien,ablösefrei
1601,21/22,Joaquín Ardaiz,415550,22,Uruguay,FC Lugano,2790,FC Schaffhausen,1277,Schweiz,ablösefrei
1602,21/22,Ransford Selasi,292333,24,Ghana,FC Lugano,2790,SC Kriens,2074,Schweiz,ablösefrei
1603,21/22,Alexander Gerndt,45881,34,Schweden,FC Lugano,2790,FC Thun,938,Schweiz,ablösefrei
1604,21/22,Ákos Kecskés,204155,25,Ungarn,FC Lugano,2790,FK Nizhniy Novgorod,49702,Russland,ablösefrei
1605,21/22,Lucio Soldini,507450,20,Schweiz,FC Lugano,2790,FC Chiasso,510,Schweiz,ablösefrei
1606,21/22,Leotrim Kryeziu,542475,22,Kosovo,FC Lugano,2790,FC Prishtina,1918,Kosovo,?
1607,21/22,Marco Rüedi,342096,23,Schweiz,FC Luzern,434,SC Cham,5504,Schweiz,ablösefrei
1608,21/22,David Domgjoni,318844,24,Kosovo,FC Luzern,434,Bruk-Bet Termalica Nieciecza,15906,Polen,ablösefrei
1609,21/22,Àlex Carbonell,262389,23,Spanien,FC Luzern,434,Celta Vigo B,8733,Spanien,ablösefrei
1610,21/22,Lucas,190314,28,Brasilien,FC Luzern,434,Al-Tai,40079,Saudi-Arabien,ablösefrei
1611,21/22,Simon Enzler,237664,23,Schweiz,FC Luzern,434,FC Aarau,116,Schweiz,ablösefrei
1612,21/22,Marco Bürki,172192,27,Schweiz,FC Luzern,434,FC Thun,938,Schweiz,?
1613,21/22,Stefan Knezevic,293247,24,Schweiz,FC Luzern,434,RSC Charleroi,172,Belgien,?
1614,21/22,Patrick Farkas,81675,29,Österreich,FC Luzern,434,TSV Hartberg,4467,Österreich,?
1615,21/22,Moritz Jenz,460245,22,Deutschland,FC Lausanne-Sport,527,FC Lorient,1158,Frankreich,"3,50 Mio. €"
1616,21/22,Cameron Puertas,449592,23,Spanien,FC Lausanne-Sport,527,Royale Union Saint Gilloise,3948,Belgien,"1,16 Mio. €"
1617,21/22,Josias Lukembila,449590,21,Schweiz,FC Lausanne-Sport,527,FC Wil 1900,850,Schweiz,ablösefrei
1618,21/22,Noah Loosli,265209,24,Schweiz,FC Lausanne-Sport,527,Grasshopper Club Zürich,504,Schweiz,ablösefrei
1619,21/22,Nikola Boranijasevic,180090,29,Serbien,FC Lausanne-Sport,527,FC Zürich,260,Schweiz,ablösefrei
1620,21/22,Gabriel Barès,484743,21,Schweiz,FC Lausanne-Sport,527,Montpellier HSC,969,Frankreich,?
1621,21/22,Isaac Schmidt,449597,21,Schweiz,FC Lausanne-Sport,527,FC St. Gallen 1879,257,Schweiz,?
1622,21/22,Jordi Quintillà,166679,27,Spanien,FC St. Gallen 1879,257,FC Basel 1893,26,Schweiz,ablösefrei
1623,21/22,Yannis Letard,590280,22,Frankreich,FC St. Gallen 1879,257,LASK,413,Österreich,ablösefrei
1624,21/22,Nsana Simon,569391,21,Frankreich,FC St. Gallen 1879,257,NK Bravo,26985,Slowenien,ablösefrei
1625,21/22,Vincent Rüfli,23874,33,Schweiz,FC St. Gallen 1879,257,FC Stade-Lausanne-Ouchy,5499,Schweiz,ablösefrei
1626,21/22,Nico Strübi,346896,21,Schweiz,FC St. Gallen 1879,257,FC Vaduz,163,Schweiz,ablösefrei
1627,21/22,Boubacar Traorè,410083,24,Senegal,FC St. Gallen 1879,257,Metalist Kharkiv,83678,Ukraine,ablösefrei
1628,21/22,Vasilije Janjicic,265254,23,Schweiz,FC Zürich,260,NK Celje,710,Slowenien,ablösefrei
1629,21/22,Toni Domgjoni,344649,22,Kosovo,FC Zürich,260,Vitesse Arnheim,499,Niederlande,ablösefrei
1630,21/22,Novem Baumann,183308,25,Schweiz,FC Zürich,260,SC YF Juventus Zürich,2395,Schweiz,ablösefrei
1631,21/22,Maren Haile-Selassie,421807,22,Schweiz,FC Zürich,260,Neuchâtel Xamax FCS,625,Schweiz,?
1632,21/22,Tobias Schättin,237679,24,Schweiz,FC Zürich,260,FC Winterthur,242,Schweiz,?
1633,21/22,Nathan,339711,26,Brasilien,FC Zürich,260,San Jose Earthquakes,218,Vereinigte Staaten,?
1634,21/22,Aimery Pinga,347097,23,Schweiz,FC Sion,321,Royal Excelsior Virton,1199,Belgien,ablösefrei
1635,21/22,Ayoub Abdellaoui,262208,28,Algerien,FC Sion,321,Ettifaq FC,7732,Saudi-Arabien,ablösefrei
1636,21/22,Raphael Rossi,290271,30,Brasilien,FC Sion,321,Radomiak Radom,7154,Polen,?
1637,21/22,Christian Zock,337017,27,Kamerun,FC Sion,321,Yverdon Sport FC,322,Schweiz,?
1638,21/22,Roberts Uldrikis,342152,23,Lettland,FC Sion,321,SC Cambuur Leeuwarden,133,Niederlande,?
1639,21/22,Léo Lacroix,149652,29,Schweiz,FC Sion,321,Western United FC,71084,Australien,?
1640,21/22,Mattias Andersson,342407,23,Schweden,FC Sion,321,Randers FC,5724,Dänemark,?
1641,21/22,Hayao Kawabe,262489,26,Japan,Grasshopper Club Zürich,504,Wolverhampton Wanderers,543,England,600 Tsd. €
1642,21/22,Mirko Salvi,147027,27,Schweiz,Grasshopper Club Zürich,504,Yverdon Sport FC,322,Schweiz,ablösefrei
1643,21/22,Allen Njie,600611,21,Liberia,Grasshopper Club Zürich,504,FC Aarau,116,Schweiz,ablösefrei
