,Saison,Name,Player_ID,Alter,Nationalität,Abgebender Verein,ID_1,Aufnehmender Verein,ID_2,Zielland,Ablösesumme,Ligahöhe
1839,14/15,Anthony Lurling,4158,37,Niederlande,SC Heerenveen,306,FC Den Bosch,404,Niederlande,0,2.Liga
1840,14/15,Arnold Kruiswijk,4634,29,Niederlande,SC Heerenveen,306,Vitesse Arnheim,499,Niederlande,0,1.Liga
1841,14/15,Brian Vandenbussche,18019,32,Belgien,SC Heerenveen,306,KAA Gent,157,Belgien,0,1.Liga
1842,14/15,Samir Fazli,66608,23,Nordmazedonien,SC Heerenveen,306,FC Wil 1900,850,Schweiz,0,2.Liga
1843,14/15,Chiel Kramer,198210,22,Niederlande,SC Heerenveen,306,FC Eindhoven,3892,Niederlande,0,2.Liga
1844,14/15,Frank van der Struijk,19061,29,Niederlande,Vitesse Arnheim,499,Willem II Tilburg,403,Niederlande,0,1.Liga
1845,14/15,Wimilio Vink,194447,20,Niederlande,Vitesse Arnheim,499,MVV Maastricht,384,Niederlande,0,2.Liga
1846,14/15,Mike Havenaar,79470,27,Japan,Vitesse Arnheim,499,FC Córdoba,993,Spanien,0,1.Liga
1847,14/15,Marko Meerits,133835,22,Estland,Vitesse Arnheim,499,FC Emmen,1283,Niederlande,0,2.Liga
1848,14/15,Nikola Aksentijevic,143556,21,Serbien,Vitesse Arnheim,499,OFK Belgrad,53,Serbien,0,1.Liga
1849,14/15,Marcus Pedersen,41609,24,Norwegen,Vitesse Arnheim,499,SK Brann,1100,Norwegen,0,2.Liga
1850,14/15,Filip Kostić,161011,21,Serbien,FC Groningen,202,VfB Stuttgart,79,Deutschland,6000000 ,1.Liga
1851,14/15,Richairo Živković,252755,17,Niederlande,FC Groningen,202,Ajax Amsterdam,610,Niederlande,2150000 ,1.Liga
1852,14/15,Marco Bizot,124884,23,Niederlande,FC Groningen,202,KRC Genk,1184,Belgien,1500000 ,1.Liga
1853,14/15,Stefano Magnasco,180907,21,Chile,FC Groningen,202,CD Universidad Católica,3277,Chile,170000 ,1.Liga
1854,14/15,Stefano Magnasco,180907,21,Chile,FC Groningen,202,CD Universidad Católica,3277,Chile,170000 ,1.Liga
1855,14/15,Jonas Ivens,13063,29,Belgien,FC Groningen,202,Niki Volou,5572,Griechenland,0,1.Liga
1856,14/15,Andraz Kirm,28393,29,Slowenien,FC Groningen,202,Omonia Nikosia,829,Zypern,0,1.Liga
1857,14/15,Giliano Wijnaldum,79121,21,Niederlande,FC Groningen,202,Go Ahead Eagles Deventer,1435,Niederlande,0,1.Liga
1858,14/15,Nick Viergever,93081,24,Niederlande,AZ Alkmaar,1090,Ajax Amsterdam,610,Niederlande,2000000 ,1.Liga
1859,14/15,Roy Beerens,25427,26,Niederlande,AZ Alkmaar,1090,Hertha BSC,44,Deutschland,1500000 ,1.Liga
1860,14/15,Erik Heijblok,21495,37,Niederlande,AZ Alkmaar,1090,FC Volendam,724,Niederlande,0,2.Liga
1861,14/15,Dirk Marcellis,31025,26,Niederlande,AZ Alkmaar,1090,NAC Breda,132,Niederlande,0,1.Liga
1862,14/15,Willie Overtoom,80709,27,Kamerun,AZ Alkmaar,1090,SV Zulte Waregem,3508,Belgien,0,1.Liga
1863,14/15,Jóhann Berg Gudmundsson,89231,23,Island,AZ Alkmaar,1090,Charlton Athletic,358,England,0,2.Liga
1864,14/15,Hobie Verhulst,116471,21,Niederlande,AZ Alkmaar,1090,MVV Maastricht,384,Niederlande,0,2.Liga
1865,14/15,Etiënne Reijnen,56611,27,Niederlande,AZ Alkmaar,1090,SC Cambuur Leeuwarden,133,Niederlande,0,1.Liga
1866,14/15,Paul Kok,206930,19,Niederlande,AZ Alkmaar,1090,FC Oss,1228,Niederlande,0,2.Liga
1867,14/15,Erik Falkenburg,67220,26,Niederlande,AZ Alkmaar,1090,NAC Breda,132,Niederlande,0,1.Liga
1868,14/15,Ruud Boymans,63469,25,Niederlande,AZ Alkmaar,1090,FC Utrecht,200,Niederlande,0,1.Liga
1869,14/15,Mikhail Rosheuvel,64507,24,Niederlande,AZ Alkmaar,1090,SC Cambuur Leeuwarden,133,Niederlande,0,1.Liga
1870,14/15,Viktor Elm,36391,29,Schweden,AZ Alkmaar,1090,Kalmar FF,3654,Schweden,0,1.Liga
1871,14/15,Tjaronn Chery,76326,26,Suriname,ADO Den Haag,1268,FC Groningen,202,Niederlande,800000 ,1.Liga
1872,14/15,Rydell Poepon,43247,26,Niederlande,ADO Den Haag,1268,FC Valenciennes,1423,Frankreich,100000 ,2.Liga
1873,14/15,Martijn de Zwart,90741,23,Niederlande,ADO Den Haag,1268,Quick Boys,7110,Niederlande,0,
1874,14/15,Christian Supusepa,45534,25,Niederlande,ADO Den Haag,1268,ZSKA Sofia,208,Bulgarien,0,1.Liga
1875,14/15,Mike Tros,277009,20,Niederlande,ADO Den Haag,1268,VV Haaglandia Zondag (- 2017),11487,Niederlande,0,
1876,14/15,Bas Meeuwissen,262063,20,Niederlande,ADO Den Haag,1268,HBS Craeyenhout,19231,Niederlande,0,3.Liga
1877,14/15,Tom Beugelsdijk,151494,23,Niederlande,ADO Den Haag,1268,FSV Frankfurt,293,Deutschland,0,2.Liga
1878,14/15,Danny Holla,45486,26,Niederlande,ADO Den Haag,1268,Brighton & Hove Albion,1237,England,0,2.Liga
1879,14/15,Catalin Tira,168257,20,Rumänien,ADO Den Haag,1268,FC Brasov,4687,Rumänien,0,1.Liga
1880,14/15,Jens Toornstra,134999,25,Niederlande,FC Utrecht,200,Feyenoord Rotterdam,234,Niederlande,3500000 ,1.Liga
